OTU,Kingdom,Phylum,Class,Order,Lineage,Clade
Otu0302,Bacteria,Proteobacteria,Betaproteobacteria,Tremblayales,unclassified,unclassified
Otu0303,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu0304,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,alfVI,unclassified
Otu0305,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum
Otu0306,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,unclassified
Otu0307,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,gamIII,gamIII-A
Otu0308,Bacteria,OP3,PBS-25,unclassified,unclassified,unclassified
Otu0309,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Perlucidibaca
Otu0310,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,gamII,gamII-A
Otu0311,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter
Otu0312,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu0313,Bacteria,OD1,ABY1,unclassified,unclassified,unclassified
Otu0314,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu0315,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,gamII,gamII-A
Otu0316,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu0317,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0318,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,unclassified
Otu0319,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu0320,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu0321,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,CandidatusKoribacter
Otu0322,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,ACK-M1,unclassified
Otu0323,Bacteria,Verrucomicrobia,Verruco-5,LD1-PB3,unclassified,unclassified
Otu0324,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,unclassified,unclassified
Otu0325,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu0326,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu0328,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
Otu0329,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus
Otu0330,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu0331,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter
Otu0332,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,unclassified
Otu0333,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,unclassified
Otu0334,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,unclassified
Otu0335,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Otu0336,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0337,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,unclassified
Otu0338,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified
Otu0339,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,unclassified
Otu0340,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu0341,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Caloramator
Otu0342,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,betVII,betVII-A
Otu0345,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,bacVI,bacVI-A
Otu0346,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0347,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,unclassified
Otu0348,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,unclassified
Otu0349,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,unclassified
Otu0350,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,bacIII,bacIII-A
Otu0351,Bacteria,Armatimonadetes,SJA-176,RB046,unclassified,unclassified
Otu0353,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
Otu0354,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu0355,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,unclassified
Otu0356,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,unclassified
Otu0357,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified
Otu0358,Bacteria,NKB19,unclassified,unclassified,unclassified,unclassified
Otu0359,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,unclassified
Otu0360,Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Synechococcaceae,Synechococcus
Otu0361,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu0362,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,unclassified
Otu0363,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu0364,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu0366,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum
Otu0367,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu0368,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu0369,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,acTH2,Myco
Otu0370,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin515,unclassified
Otu0371,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens
Otu0372,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,CandidatusKoribacter
Otu0373,Bacteria,Proteobacteria,Betaproteobacteria,Tremblayales,unclassified,unclassified
Otu0375,Bacteria,Chloroflexi,Anaerolineae,envOPS12,unclassified,unclassified
Otu0376,Bacteria,Armatimonadetes,SJA-176,RB046,unclassified,unclassified
Otu0377,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu0378,Bacteria,TM6,SBRH58,unclassified,unclassified,unclassified
Otu0380,Bacteria,SR1,unclassified,unclassified,unclassified,unclassified
Otu0381,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter
Otu0382,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,alfVI,unclassified
Otu0383,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,acSTL,acSTL-A
Otu0384,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified
Otu0385,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu0386,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified
Otu0387,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0388,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,bacII,bacII-A
Otu0389,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
Otu0390,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,CandidatusXiphinematobacter
Otu0391,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,unclassified,unclassified
Otu0393,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio
Otu0394,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,unclassified
Otu0395,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu0396,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,betII,Pnec
Otu0397,Bacteria,Proteobacteria,Betaproteobacteria,SBla14,unclassified,unclassified
Otu0398,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-B
Otu0400,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,unclassified
Otu0401,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu0402,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu0403,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,unclassified
Otu0404,Bacteria,Actinobacteria,OPB41,unclassified,unclassified,unclassified
Otu0405,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unclassified
Otu0406,Bacteria,WS5,unclassified,unclassified,unclassified,unclassified
Otu0407,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium
Otu0408,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu0409,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu0410,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
Otu0411,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu0412,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
Otu0413,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,unclassified,unclassified
Otu0415,Bacteria,TM6,SBRH58,unclassified,unclassified,unclassified
Otu0416,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified
Otu0417,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,unclassified
Otu0418,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,betI,betI-A
Otu0419,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Otu0420,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu0423,Bacteria,WS5,unclassified,unclassified,unclassified,unclassified
Otu0424,Bacteria,Verrucomicrobia,Opitutae,Cerasicoccales,Cerasicoccaceae,unclassified
Otu0425,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu0426,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu0427,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu0428,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Otu0429,Bacteria,Proteobacteria,TA18,PHOS-HD29,unclassified,unclassified
Otu0430,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium
Otu0431,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum
Otu0433,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,bacII,bacII-A
Otu0434,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu0436,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix
Otu0437,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified
Otu0438,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia
Otu0439,Bacteria,OP11,OP11-3,unclassified,unclassified,unclassified
Otu0441,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter
Otu0442,Bacteria,SR1,unclassified,unclassified,unclassified,unclassified
Otu0443,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,unclassified
Otu0444,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu0445,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu0446,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu0447,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu0448,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu0449,Bacteria,Proteobacteria,Betaproteobacteria,Thiobacterales,unclassified,unclassified
Otu0450,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,unclassified,unclassified
Otu0451,Bacteria,Chloroflexi,Dehalococcoidetes,GIF9,unclassified,unclassified
Otu0453,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,unclassified
Otu0454,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,unclassified
Otu0455,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu0456,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium
Otu0457,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia
Otu0459,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu0460,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,bacI,unclassified
Otu0461,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu0462,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,betI,betI-A
Otu0463,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu0464,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu0465,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu0466,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,unclassified
Otu0467,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,verI-B,Xip-B1
Otu0468,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0469,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu0470,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,unclassified
Otu0471,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,unclassified,unclassified
Otu0472,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,betI,betI-A
Otu0473,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu0474,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu0476,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unclassified
Otu0477,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu0478,Bacteria,TM6,SJA-4,S1198,unclassified,unclassified
Otu0479,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
Otu0480,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu0482,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,gamV,gamV-A
Otu0483,Bacteria,Chloroflexi,Ellin6529,unclassified,unclassified,unclassified
Otu0484,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu0485,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,unclassified
Otu0486,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,unclassified,unclassified
Otu0487,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0488,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,CandidatusXiphinematobacter
Otu0489,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu0490,Bacteria,Proteobacteria,Deltaproteobacteria,NKB15,unclassified,unclassified
Otu0491,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu0492,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu0493,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,unclassified
Otu0494,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
Otu0495,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu0496,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum
Otu0498,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,CandidatusXiphinematobacter
Otu0499,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,unclassified
Otu0500,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu0501,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu0502,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu0503,Bacteria,WS4,unclassified,unclassified,unclassified,unclassified
Otu0504,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu0505,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,unclassified
Otu0506,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu0507,Bacteria,Verrucomicrobia,Verruco-5,MSBL3,unclassified,unclassified
Otu0508,Archaea,Parvarchaeota,Parvarchaea,YLA114,unclassified,unclassified
Otu0509,Bacteria,Verrucomicrobia,Verruco-5,MSBL3,unclassified,unclassified
Otu0510,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Sterolibacterium
Otu0511,Bacteria,Verrucomicrobia,Methylacidiphilae,Methylacidiphilales,LD19,unclassified
Otu0512,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
Otu0514,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu0515,Bacteria,Proteobacteria,Betaproteobacteria,Tremblayales,unclassified,unclassified
Otu0516,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu0517,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium
Otu0518,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu0519,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Otu0520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Ralstonia
Otu0522,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,alfI,alfI-A
Otu0523,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,unclassified
Otu0524,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,unclassified,unclassified
Otu0525,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas
Otu0526,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,unclassified,unclassified
Otu0527,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu0528,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu0529,Bacteria,Verrucomicrobia,Verruco-5,LD1-PB3,unclassified,unclassified
Otu0530,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified,unclassified
Otu0531,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu0532,Archaea,Euryarchaeota,Thermoplasmata,E2,Methanomassiliicoccaceae,unclassified
Otu0533,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,unclassified
Otu0534,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu0535,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,bacI,bacI-A
Otu0536,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu0537,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,unclassified
Otu0538,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,bacI,bacI-A
Otu0539,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,unclassified
Otu0540,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,CandidatusXiphinematobacter
Otu0541,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu0542,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,unclassified,unclassified
Otu0543,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu0544,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu0545,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified
Otu0546,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu0547,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,unclassified
Otu0548,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu0549,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu0550,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,unclassified
Otu0551,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,unclassified
Otu0552,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,betVII,betVII-A
Otu0553,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas
Otu0554,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu0555,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,unclassified
Otu0557,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,unclassified
Otu0558,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu0559,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,unclassified
Otu0560,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum
