OTU,Day,Month,Year,value
Otu1974,8,7,2005,21
Otu2158,8,7,2005,4
Otu2200,8,7,2005,2
Otu2303,8,7,2005,2
Otu2591,8,7,2005,2
Otu2868,8,7,2005,5
Otu2983,8,7,2005,11
Otu3028,8,7,2005,124
Otu3065,8,7,2005,9
Otu3107,8,7,2005,11
Otu3305,8,7,2005,19
Otu3402,8,7,2005,12
Otu3564,8,7,2005,3
Otu3574,8,7,2005,6
Otu3684,8,7,2005,3
Otu3829,8,7,2005,4
Otu3881,8,7,2005,4
Otu4195,8,7,2005,8
Otu4203,8,7,2005,53
Otu4239,8,7,2005,6
Otu4249,8,7,2005,2
Otu4462,8,7,2005,4
Otu4475,8,7,2005,3
Otu4584,8,7,2005,42
Otu4605,8,7,2005,11
Otu4853,8,7,2005,4
Otu4890,8,7,2005,8
Otu4909,8,7,2005,41
Otu4916,8,7,2005,7
Otu4999,8,7,2005,2
Otu5162,8,7,2005,24
Otu5264,8,7,2005,9
Otu5269,8,7,2005,2
Otu5390,8,7,2005,9
Otu5490,8,7,2005,24
Otu5830,8,7,2005,6
Otu5902,8,7,2005,6
Otu5979,8,7,2005,6
Otu0001,10,8,2005,18
Otu0003,10,8,2005,6
Otu0005,10,8,2005,17
Otu0007,10,8,2005,2
Otu0014,10,8,2005,3
Otu0021,10,8,2005,5
Otu0028,10,8,2005,2
Otu0046,10,8,2005,4
Otu0052,10,8,2005,2
Otu0053,10,8,2005,88
Otu0055,10,8,2005,8
Otu0056,10,8,2005,11
Otu0058,10,8,2005,19
Otu0060,10,8,2005,31
Otu0072,10,8,2005,7
Otu0074,10,8,2005,4
Otu0076,10,8,2005,78
Otu0081,10,8,2005,38
Otu0097,10,8,2005,224
Otu0105,10,8,2005,21
Otu0107,10,8,2005,2
Otu0108,10,8,2005,89
Otu0109,10,8,2005,2
Otu0122,10,8,2005,40
Otu0130,10,8,2005,5
Otu0136,10,8,2005,13
Otu0143,10,8,2005,6
Otu0167,10,8,2005,2
Otu0176,10,8,2005,3
Otu0180,10,8,2005,81
Otu0181,10,8,2005,2
Otu0184,10,8,2005,90
Otu0189,10,8,2005,98
Otu0198,10,8,2005,11
Otu0199,10,8,2005,3
Otu0209,10,8,2005,8
Otu0218,10,8,2005,12
Otu0224,10,8,2005,2
Otu0230,10,8,2005,20
Otu0232,10,8,2005,3
Otu0238,10,8,2005,2
Otu0244,10,8,2005,3
Otu0252,10,8,2005,8
Otu0256,10,8,2005,2
Otu0267,10,8,2005,10
Otu0272,10,8,2005,5
Otu0290,10,8,2005,4
Otu0293,10,8,2005,2
Otu0297,10,8,2005,4
Otu0338,10,8,2005,65
Otu0386,10,8,2005,3
Otu0394,10,8,2005,5
Otu0407,10,8,2005,74
Otu0443,10,8,2005,8
Otu0456,10,8,2005,7
Otu0470,10,8,2005,4
Otu0472,10,8,2005,28
Otu0488,10,8,2005,2
Otu0496,10,8,2005,5
Otu0498,10,8,2005,22
Otu0522,10,8,2005,2
Otu0525,10,8,2005,3
Otu0535,10,8,2005,21
Otu0551,10,8,2005,4
Otu0560,10,8,2005,2
Otu0562,10,8,2005,2
Otu0584,10,8,2005,2
Otu0595,10,8,2005,121
Otu0601,10,8,2005,5
Otu0606,10,8,2005,46
Otu0615,10,8,2005,13
Otu0675,10,8,2005,2
Otu0678,10,8,2005,112
Otu0679,10,8,2005,6
Otu0687,10,8,2005,2
Otu0723,10,8,2005,4
Otu0726,10,8,2005,4
Otu0795,10,8,2005,9
Otu0813,10,8,2005,86
Otu0891,10,8,2005,2
Otu0917,10,8,2005,2
Otu0934,10,8,2005,2
Otu0990,10,8,2005,8
Otu1031,10,8,2005,19
Otu1107,10,8,2005,7
Otu1136,10,8,2005,3
Otu1180,10,8,2005,8
Otu1183,10,8,2005,17
Otu1194,10,8,2005,10
Otu1202,10,8,2005,9
Otu1211,10,8,2005,3
Otu1231,10,8,2005,6
Otu1259,10,8,2005,29
Otu1279,10,8,2005,2
Otu1313,10,8,2005,2
Otu1326,10,8,2005,3
Otu1340,10,8,2005,2
Otu1359,10,8,2005,3
Otu1397,10,8,2005,2
Otu1411,10,8,2005,187
Otu1415,10,8,2005,2
Otu1590,10,8,2005,4
Otu1621,10,8,2005,2
Otu1673,10,8,2005,9
Otu1733,10,8,2005,2
Otu1757,10,8,2005,5
Otu2068,10,8,2005,3
Otu2200,10,8,2005,9
Otu3028,10,8,2005,12
Otu3058,10,8,2005,5
Otu3129,10,8,2005,2
Otu3236,10,8,2005,2
Otu3305,10,8,2005,76
Otu3382,10,8,2005,6
Otu3436,10,8,2005,2
Otu3443,10,8,2005,2
Otu3574,10,8,2005,2
Otu3592,10,8,2005,2
Otu3617,10,8,2005,3
Otu3645,10,8,2005,2
Otu3684,10,8,2005,3
Otu3724,10,8,2005,8
Otu3881,10,8,2005,2
Otu3995,10,8,2005,48
Otu4195,10,8,2005,3
Otu4249,10,8,2005,9
Otu4291,10,8,2005,2
Otu4584,10,8,2005,6
Otu4851,10,8,2005,2
Otu4890,10,8,2005,3
Otu5076,10,8,2005,2
Otu5129,10,8,2005,3
Otu5162,10,8,2005,12
Otu5170,10,8,2005,2
Otu5284,10,8,2005,8
Otu5292,10,8,2005,2
Otu5390,10,8,2005,17
Otu5490,10,8,2005,23
Otu5556,10,8,2005,2
Otu5771,10,8,2005,6
Otu5851,10,8,2005,9
Otu6071,10,8,2005,2
Otu6166,10,8,2005,2
Otu6200,10,8,2005,2
Otu0001,10,6,2005,3
Otu0002,10,6,2005,10
Otu0003,10,6,2005,3
Otu0015,10,6,2005,3
Otu0028,10,6,2005,2
Otu0042,10,6,2005,27
Otu0043,10,6,2005,5
Otu0044,10,6,2005,12
Otu0045,10,6,2005,11
Otu0053,10,6,2005,64
Otu0056,10,6,2005,10
Otu0058,10,6,2005,10
Otu0059,10,6,2005,2
Otu0060,10,6,2005,65
Otu0069,10,6,2005,16
Otu0073,10,6,2005,4
Otu0074,10,6,2005,6
Otu0076,10,6,2005,115
Otu0081,10,6,2005,5
Otu0085,10,6,2005,9
Otu0097,10,6,2005,455
Otu0103,10,6,2005,2
Otu0105,10,6,2005,71
Otu0107,10,6,2005,3
Otu0108,10,6,2005,66
Otu0109,10,6,2005,9
Otu0110,10,6,2005,2
Otu0130,10,6,2005,9
Otu0136,10,6,2005,10
Otu0143,10,6,2005,7
Otu0147,10,6,2005,2
Otu0154,10,6,2005,2
Otu0179,10,6,2005,5
Otu0184,10,6,2005,250
Otu0189,10,6,2005,178
Otu0190,10,6,2005,38
Otu0197,10,6,2005,24
Otu0218,10,6,2005,3
Otu0224,10,6,2005,3
Otu0232,10,6,2005,5
Otu0233,10,6,2005,95
Otu0244,10,6,2005,30
Otu0290,10,6,2005,2
Otu0297,10,6,2005,2
Otu0311,10,6,2005,20
Otu0338,10,6,2005,47
Otu0345,10,6,2005,13
Otu0387,10,6,2005,2
Otu0394,10,6,2005,19
Otu0396,10,6,2005,23
Otu0399,10,6,2005,3
Otu0407,10,6,2005,7
Otu0413,10,6,2005,3
Otu0433,10,6,2005,10
Otu0443,10,6,2005,8
Otu0470,10,6,2005,3
Otu0472,10,6,2005,28
Otu0488,10,6,2005,3
Otu0522,10,6,2005,8
Otu0535,10,6,2005,20
Otu0538,10,6,2005,3
Otu0548,10,6,2005,30
Otu0555,10,6,2005,2
Otu0576,10,6,2005,4
Otu0606,10,6,2005,16
Otu0648,10,6,2005,2
Otu0678,10,6,2005,48
Otu0679,10,6,2005,3
Otu0687,10,6,2005,3
Otu0726,10,6,2005,9
Otu0813,10,6,2005,81
Otu1031,10,6,2005,28
Otu1084,10,6,2005,3
Otu1136,10,6,2005,5
Otu1167,10,6,2005,18
Otu1194,10,6,2005,6
Otu1207,10,6,2005,9
Otu1211,10,6,2005,4
Otu1245,10,6,2005,2
Otu1259,10,6,2005,6
Otu1263,10,6,2005,6
Otu1325,10,6,2005,4
Otu1359,10,6,2005,3
Otu1381,10,6,2005,2
Otu1415,10,6,2005,3
Otu1484,10,6,2005,2
Otu1554,10,6,2005,6
Otu1585,10,6,2005,2
Otu1673,10,6,2005,5
Otu1680,10,6,2005,11
Otu1748,10,6,2005,6
Otu1994,10,6,2005,5
Otu2352,10,6,2005,2
Otu2367,10,6,2005,2
Otu3028,10,6,2005,19
Otu3174,10,6,2005,4
Otu3305,10,6,2005,19
Otu3391,10,6,2005,6
Otu3810,10,6,2005,2
Otu3901,10,6,2005,2
Otu3997,10,6,2005,2
Otu4203,10,6,2005,8
Otu4584,10,6,2005,19
Otu4605,10,6,2005,14
Otu4834,10,6,2005,4
Otu5162,10,6,2005,46
Otu5181,10,6,2005,2
Otu5292,10,6,2005,4
Otu5669,10,6,2005,9
Otu5821,10,6,2005,2
Otu5851,10,6,2005,20
Otu6102,10,6,2005,22
Otu6166,10,6,2005,5
Otu0001,12,7,2005,14
Otu0002,12,7,2005,7
Otu0003,12,7,2005,4
Otu0005,12,7,2005,44
Otu0015,12,7,2005,3
Otu0021,12,7,2005,9
Otu0027,12,7,2005,22
Otu0028,12,7,2005,18
Otu0042,12,7,2005,5
Otu0044,12,7,2005,7
Otu0045,12,7,2005,27
Otu0046,12,7,2005,7
Otu0052,12,7,2005,12
Otu0053,12,7,2005,94
Otu0055,12,7,2005,5
Otu0058,12,7,2005,7
Otu0059,12,7,2005,5
Otu0060,12,7,2005,66
Otu0069,12,7,2005,2
Otu0070,12,7,2005,3
Otu0072,12,7,2005,2
Otu0073,12,7,2005,3
Otu0074,12,7,2005,5
Otu0076,12,7,2005,58
Otu0081,12,7,2005,9
Otu0097,12,7,2005,316
Otu0103,12,7,2005,2
Otu0105,12,7,2005,27
Otu0108,12,7,2005,31
Otu0109,12,7,2005,9
Otu0122,12,7,2005,33
Otu0130,12,7,2005,8
Otu0136,12,7,2005,4
Otu0143,12,7,2005,29
Otu0179,12,7,2005,3
Otu0180,12,7,2005,37
Otu0184,12,7,2005,160
Otu0189,12,7,2005,70
Otu0190,12,7,2005,4
Otu0198,12,7,2005,8
Otu0209,12,7,2005,6
Otu0218,12,7,2005,10
Otu0224,12,7,2005,4
Otu0228,12,7,2005,2
Otu0230,12,7,2005,22
Otu0232,12,7,2005,2
Otu0244,12,7,2005,5
Otu0256,12,7,2005,2
Otu0282,12,7,2005,8
Otu0290,12,7,2005,3
Otu0295,12,7,2005,2
Otu0297,12,7,2005,6
Otu0310,12,7,2005,2
Otu0324,12,7,2005,2
Otu0331,12,7,2005,2
Otu0338,12,7,2005,10
Otu0345,12,7,2005,9
Otu0386,12,7,2005,5
Otu0394,12,7,2005,8
Otu0407,12,7,2005,43
Otu0410,12,7,2005,2
Otu0418,12,7,2005,2
Otu0443,12,7,2005,27
Otu0456,12,7,2005,3
Otu0472,12,7,2005,64
Otu0488,12,7,2005,7
Otu0489,12,7,2005,4
Otu0498,12,7,2005,28
Otu0522,12,7,2005,12
Otu0535,12,7,2005,14
Otu0538,12,7,2005,6
Otu0562,12,7,2005,3
Otu0569,12,7,2005,2
Otu0595,12,7,2005,13
Otu0606,12,7,2005,13
Otu0641,12,7,2005,4
Otu0648,12,7,2005,2
Otu0678,12,7,2005,73
Otu0679,12,7,2005,5
Otu0687,12,7,2005,6
Otu0726,12,7,2005,5
Otu0732,12,7,2005,2
Otu0795,12,7,2005,8
Otu0813,12,7,2005,125
Otu0891,12,7,2005,14
Otu0990,12,7,2005,2
Otu1008,12,7,2005,2
Otu1031,12,7,2005,40
Otu1101,12,7,2005,2
Otu1107,12,7,2005,20
Otu1167,12,7,2005,5
Otu1180,12,7,2005,6
Otu1183,12,7,2005,4
Otu1194,12,7,2005,7
Otu1202,12,7,2005,20
Otu1206,12,7,2005,10
Otu1207,12,7,2005,3
Otu1211,12,7,2005,8
Otu1216,12,7,2005,2
Otu1228,12,7,2005,3
Otu1264,12,7,2005,46
Otu1317,12,7,2005,2
Otu1415,12,7,2005,3
Otu1416,12,7,2005,2
Otu1590,12,7,2005,2
Otu1621,12,7,2005,2
Otu1673,12,7,2005,64
Otu1680,12,7,2005,5
Otu1716,12,7,2005,2
Otu1733,12,7,2005,7
Otu1966,12,7,2005,9
Otu2260,12,7,2005,2
Otu2983,12,7,2005,3
Otu3028,12,7,2005,87
Otu3065,12,7,2005,2
Otu3151,12,7,2005,2
Otu3305,12,7,2005,87
Otu3382,12,7,2005,2
Otu3391,12,7,2005,3
Otu3600,12,7,2005,4
Otu3684,12,7,2005,3
Otu3724,12,7,2005,4
Otu4203,12,7,2005,2
Otu4239,12,7,2005,2
Otu4249,12,7,2005,2
Otu4253,12,7,2005,3
Otu4399,12,7,2005,2
Otu4462,12,7,2005,31
Otu4584,12,7,2005,21
Otu4605,12,7,2005,3
Otu4853,12,7,2005,5
Otu4854,12,7,2005,2
Otu4890,12,7,2005,2
Otu5162,12,7,2005,22
Otu5264,12,7,2005,47
Otu5390,12,7,2005,21
Otu5490,12,7,2005,9
Otu5566,12,7,2005,3
Otu5841,12,7,2005,2
Otu5851,12,7,2005,10
Otu5902,12,7,2005,3
Otu0002,12,6,2005,19
Otu0015,12,6,2005,6
Otu0027,12,6,2005,7
Otu0032,12,6,2005,5
Otu0042,12,6,2005,19
Otu0043,12,6,2005,6
Otu0044,12,6,2005,2
Otu0045,12,6,2005,23
Otu0053,12,6,2005,104
Otu0056,12,6,2005,36
Otu0058,12,6,2005,16
Otu0060,12,6,2005,104
Otu0067,12,6,2005,2
Otu0069,12,6,2005,11
Otu0073,12,6,2005,20
Otu0074,12,6,2005,12
Otu0076,12,6,2005,88
Otu0081,12,6,2005,8
Otu0085,12,6,2005,6
Otu0088,12,6,2005,2
Otu0097,12,6,2005,471
Otu0101,12,6,2005,3
Otu0105,12,6,2005,39
Otu0108,12,6,2005,39
Otu0109,12,6,2005,15
Otu0130,12,6,2005,10
Otu0136,12,6,2005,11
Otu0139,12,6,2005,2
Otu0143,12,6,2005,28
Otu0147,12,6,2005,6
Otu0154,12,6,2005,3
Otu0179,12,6,2005,2
Otu0180,12,6,2005,4
Otu0184,12,6,2005,104
Otu0189,12,6,2005,274
Otu0190,12,6,2005,9
Otu0197,12,6,2005,11
Otu0223,12,6,2005,2
Otu0224,12,6,2005,3
Otu0232,12,6,2005,3
Otu0233,12,6,2005,76
Otu0244,12,6,2005,61
Otu0252,12,6,2005,4
Otu0257,12,6,2005,2
Otu0267,12,6,2005,4
Otu0290,12,6,2005,2
Otu0297,12,6,2005,2
Otu0311,12,6,2005,35
Otu0338,12,6,2005,49
Otu0345,12,6,2005,8
Otu0364,12,6,2005,2
Otu0394,12,6,2005,24
Otu0396,12,6,2005,9
Otu0397,12,6,2005,2
Otu0407,12,6,2005,10
Otu0433,12,6,2005,3
Otu0443,12,6,2005,11
Otu0468,12,6,2005,2
Otu0472,12,6,2005,35
Otu0486,12,6,2005,3
Otu0494,12,6,2005,2
Otu0522,12,6,2005,14
Otu0535,12,6,2005,28
Otu0538,12,6,2005,2
Otu0548,12,6,2005,15
Otu0552,12,6,2005,3
Otu0576,12,6,2005,2
Otu0606,12,6,2005,25
Otu0640,12,6,2005,4
Otu0678,12,6,2005,34
Otu0679,12,6,2005,5
Otu0687,12,6,2005,2
Otu0726,12,6,2005,2
Otu0732,12,6,2005,3
Otu0813,12,6,2005,37
Otu0965,12,6,2005,2
Otu1031,12,6,2005,53
Otu1049,12,6,2005,2
Otu1064,12,6,2005,2
Otu1091,12,6,2005,2
Otu1136,12,6,2005,2
Otu1167,12,6,2005,18
Otu1180,12,6,2005,3
Otu1206,12,6,2005,3
Otu1207,12,6,2005,6
Otu1211,12,6,2005,12
Otu1259,12,6,2005,11
Otu1263,12,6,2005,10
Otu1359,12,6,2005,3
Otu1371,12,6,2005,2
Otu1415,12,6,2005,5
Otu1554,12,6,2005,10
Otu1680,12,6,2005,10
Otu1733,12,6,2005,3
Otu1748,12,6,2005,9
Otu1994,12,6,2005,5
Otu2233,12,6,2005,8
Otu2367,12,6,2005,7
Otu3000,12,6,2005,4
Otu3028,12,6,2005,28
Otu3174,12,6,2005,2
Otu3305,12,6,2005,21
Otu3352,12,6,2005,2
Otu3391,12,6,2005,7
Otu3402,12,6,2005,2
Otu3574,12,6,2005,2
Otu3600,12,6,2005,2
Otu4203,12,6,2005,2
Otu4209,12,6,2005,2
Otu4584,12,6,2005,5
Otu4605,12,6,2005,12
Otu4667,12,6,2005,2
Otu4698,12,6,2005,3
Otu4834,12,6,2005,4
Otu5162,12,6,2005,42
Otu5292,12,6,2005,3
Otu5409,12,6,2005,2
Otu5445,12,6,2005,3
Otu5669,12,6,2005,2
Otu5851,12,6,2005,31
Otu6102,12,6,2005,2
Otu0001,14,7,2005,8
Otu0002,14,7,2005,11
Otu0003,14,7,2005,4
Otu0005,14,7,2005,50
Otu0007,14,7,2005,3
Otu0010,14,7,2005,2
Otu0014,14,7,2005,9
Otu0015,14,7,2005,4
Otu0021,14,7,2005,2
Otu0027,14,7,2005,2
Otu0029,14,7,2005,2
Otu0031,14,7,2005,2
Otu0032,14,7,2005,3
Otu0038,14,7,2005,3
Otu0042,14,7,2005,13
Otu0044,14,7,2005,9
Otu0045,14,7,2005,20
Otu0046,14,7,2005,3
Otu0052,14,7,2005,4
Otu0053,14,7,2005,106
Otu0055,14,7,2005,7
Otu0058,14,7,2005,11
Otu0060,14,7,2005,96
Otu0069,14,7,2005,3
Otu0072,14,7,2005,5
Otu0073,14,7,2005,3
Otu0074,14,7,2005,11
Otu0076,14,7,2005,54
Otu0081,14,7,2005,28
Otu0097,14,7,2005,284
Otu0100,14,7,2005,3
Otu0101,14,7,2005,3
Otu0105,14,7,2005,40
Otu0107,14,7,2005,3
Otu0108,14,7,2005,24
Otu0109,14,7,2005,4
Otu0122,14,7,2005,36
Otu0130,14,7,2005,2
Otu0131,14,7,2005,3
Otu0136,14,7,2005,2
Otu0143,14,7,2005,12
Otu0179,14,7,2005,2
Otu0180,14,7,2005,26
Otu0184,14,7,2005,117
Otu0189,14,7,2005,60
Otu0198,14,7,2005,8
Otu0199,14,7,2005,6
Otu0217,14,7,2005,3
Otu0218,14,7,2005,58
Otu0224,14,7,2005,4
Otu0230,14,7,2005,17
Otu0232,14,7,2005,2
Otu0233,14,7,2005,2
Otu0244,14,7,2005,2
Otu0252,14,7,2005,2
Otu0267,14,7,2005,2
Otu0272,14,7,2005,2
Otu0273,14,7,2005,2
Otu0290,14,7,2005,9
Otu0294,14,7,2005,2
Otu0297,14,7,2005,11
Otu0338,14,7,2005,23
Otu0345,14,7,2005,5
Otu0370,14,7,2005,2
Otu0394,14,7,2005,26
Otu0407,14,7,2005,22
Otu0431,14,7,2005,4
Otu0443,14,7,2005,56
Otu0456,14,7,2005,16
Otu0472,14,7,2005,65
Otu0488,14,7,2005,7
Otu0489,14,7,2005,10
Otu0498,14,7,2005,51
Otu0522,14,7,2005,15
Otu0523,14,7,2005,2
Otu0535,14,7,2005,6
Otu0554,14,7,2005,2
Otu0560,14,7,2005,2
Otu0568,14,7,2005,3
Otu0595,14,7,2005,67
Otu0596,14,7,2005,3
Otu0606,14,7,2005,16
Otu0641,14,7,2005,3
Otu0678,14,7,2005,62
Otu0687,14,7,2005,2
Otu0735,14,7,2005,2
Otu0795,14,7,2005,9
Otu0813,14,7,2005,94
Otu0830,14,7,2005,3
Otu0876,14,7,2005,4
Otu0891,14,7,2005,16
Otu0965,14,7,2005,3
Otu1008,14,7,2005,2
Otu1031,14,7,2005,42
Otu1049,14,7,2005,2
Otu1101,14,7,2005,3
Otu1107,14,7,2005,7
Otu1113,14,7,2005,2
Otu1180,14,7,2005,8
Otu1183,14,7,2005,3
Otu1194,14,7,2005,3
Otu1202,14,7,2005,12
Otu1206,14,7,2005,9
Otu1207,14,7,2005,5
Otu1211,14,7,2005,11
Otu1216,14,7,2005,2
Otu1264,14,7,2005,43
Otu1411,14,7,2005,4
Otu1482,14,7,2005,2
Otu1590,14,7,2005,7
Otu1622,14,7,2005,2
Otu1673,14,7,2005,45
Otu1680,14,7,2005,9
Otu1733,14,7,2005,2
Otu1757,14,7,2005,2
Otu1824,14,7,2005,2
Otu1928,14,7,2005,2
Otu1966,14,7,2005,8
Otu2158,14,7,2005,2
Otu2260,14,7,2005,5
Otu2383,14,7,2005,3
Otu2591,14,7,2005,2
Otu2983,14,7,2005,3
Otu2999,14,7,2005,2
Otu3028,14,7,2005,84
Otu3175,14,7,2005,4
Otu3305,14,7,2005,53
Otu3382,14,7,2005,2
Otu3391,14,7,2005,2
Otu3572,14,7,2005,2
Otu3574,14,7,2005,2
Otu3667,14,7,2005,2
Otu3724,14,7,2005,6
Otu4202,14,7,2005,2
Otu4203,14,7,2005,5
Otu4239,14,7,2005,16
Otu4249,14,7,2005,2
Otu4291,14,7,2005,3
Otu4399,14,7,2005,4
Otu4419,14,7,2005,2
Otu4584,14,7,2005,76
Otu4649,14,7,2005,3
Otu4662,14,7,2005,2
Otu4853,14,7,2005,2
Otu5162,14,7,2005,23
Otu5181,14,7,2005,3
Otu5204,14,7,2005,2
Otu5264,14,7,2005,34
Otu5390,14,7,2005,3
Otu5490,14,7,2005,12
Otu5851,14,7,2005,10
Otu5928,14,7,2005,2
Otu5941,14,7,2005,2
Otu5945,14,7,2005,4
Otu6102,14,7,2005,5
Otu6166,14,7,2005,2
Otu0001,14,6,2005,3
Otu0002,14,6,2005,6
Otu0010,14,6,2005,2
Otu0015,14,6,2005,10
Otu0021,14,6,2005,4
Otu0027,14,6,2005,2
Otu0028,14,6,2005,2
Otu0031,14,6,2005,6
Otu0032,14,6,2005,4
Otu0042,14,6,2005,18
Otu0043,14,6,2005,7
Otu0044,14,6,2005,9
Otu0045,14,6,2005,47
Otu0053,14,6,2005,88
Otu0056,14,6,2005,18
Otu0058,14,6,2005,17
Otu0060,14,6,2005,95
Otu0069,14,6,2005,9
Otu0073,14,6,2005,9
Otu0074,14,6,2005,11
Otu0076,14,6,2005,106
Otu0081,14,6,2005,4
Otu0097,14,6,2005,395
Otu0101,14,6,2005,2
Otu0105,14,6,2005,37
Otu0107,14,6,2005,2
Otu0108,14,6,2005,51
Otu0109,14,6,2005,5
Otu0122,14,6,2005,2
Otu0124,14,6,2005,4
Otu0130,14,6,2005,5
Otu0136,14,6,2005,10
Otu0143,14,6,2005,16
Otu0147,14,6,2005,4
Otu0179,14,6,2005,4
Otu0180,14,6,2005,3
Otu0184,14,6,2005,208
Otu0189,14,6,2005,175
Otu0190,14,6,2005,9
Otu0197,14,6,2005,14
Otu0233,14,6,2005,109
Otu0236,14,6,2005,3
Otu0238,14,6,2005,2
Otu0244,14,6,2005,26
Otu0252,14,6,2005,3
Otu0257,14,6,2005,4
Otu0295,14,6,2005,2
Otu0297,14,6,2005,2
Otu0311,14,6,2005,31
Otu0324,14,6,2005,3
Otu0338,14,6,2005,50
Otu0345,14,6,2005,5
Otu0387,14,6,2005,2
Otu0394,14,6,2005,18
Otu0396,14,6,2005,31
Otu0407,14,6,2005,3
Otu0433,14,6,2005,5
Otu0443,14,6,2005,15
Otu0470,14,6,2005,2
Otu0472,14,6,2005,25
Otu0488,14,6,2005,3
Otu0498,14,6,2005,11
Otu0522,14,6,2005,12
Otu0526,14,6,2005,5
Otu0535,14,6,2005,17
Otu0538,14,6,2005,2
Otu0548,14,6,2005,15
Otu0551,14,6,2005,2
Otu0576,14,6,2005,2
Otu0606,14,6,2005,21
Otu0640,14,6,2005,5
Otu0678,14,6,2005,56
Otu0687,14,6,2005,5
Otu0726,14,6,2005,8
Otu0813,14,6,2005,100
Otu0895,14,6,2005,2
Otu0984,14,6,2005,2
Otu1031,14,6,2005,40
Otu1046,14,6,2005,3
Otu1064,14,6,2005,3
Otu1107,14,6,2005,6
Otu1136,14,6,2005,2
Otu1167,14,6,2005,12
Otu1194,14,6,2005,6
Otu1207,14,6,2005,4
Otu1211,14,6,2005,10
Otu1259,14,6,2005,11
Otu1263,14,6,2005,5
Otu1296,14,6,2005,2
Otu1336,14,6,2005,2
Otu1415,14,6,2005,4
Otu1554,14,6,2005,4
Otu1583,14,6,2005,4
Otu1673,14,6,2005,3
Otu1680,14,6,2005,4
Otu1733,14,6,2005,2
Otu1748,14,6,2005,13
Otu1805,14,6,2005,2
Otu1994,14,6,2005,4
Otu2139,14,6,2005,2
Otu2233,14,6,2005,3
Otu2367,14,6,2005,9
Otu2569,14,6,2005,4
Otu2745,14,6,2005,2
Otu3000,14,6,2005,5
Otu3008,14,6,2005,2
Otu3028,14,6,2005,16
Otu3174,14,6,2005,2
Otu3305,14,6,2005,40
Otu3391,14,6,2005,9
Otu3600,14,6,2005,4
Otu3617,14,6,2005,4
Otu3839,14,6,2005,2
Otu4203,14,6,2005,16
Otu4239,14,6,2005,2
Otu4488,14,6,2005,3
Otu4584,14,6,2005,7
Otu4605,14,6,2005,18
Otu4686,14,6,2005,3
Otu4698,14,6,2005,2
Otu4834,14,6,2005,5
Otu5162,14,6,2005,48
Otu5292,14,6,2005,2
Otu5390,14,6,2005,3
Otu5490,14,6,2005,14
Otu5492,14,6,2005,2
Otu5560,14,6,2005,2
Otu5669,14,6,2005,5
Otu5674,14,6,2005,3
Otu5851,14,6,2005,12
Otu6102,14,6,2005,13
Otu6166,14,6,2005,7
Otu0001,17,6,2005,11
Otu0005,17,6,2005,22
Otu0015,17,6,2005,6
Otu0027,17,6,2005,3
Otu0031,17,6,2005,3
Otu0042,17,6,2005,10
Otu0043,17,6,2005,2
Otu0044,17,6,2005,13
Otu0045,17,6,2005,30
Otu0053,17,6,2005,47
Otu0056,17,6,2005,14
Otu0058,17,6,2005,2
Otu0060,17,6,2005,104
Otu0069,17,6,2005,5
Otu0070,17,6,2005,2
Otu0073,17,6,2005,2
Otu0076,17,6,2005,107
Otu0081,17,6,2005,2
Otu0085,17,6,2005,3
Otu0097,17,6,2005,636
Otu0105,17,6,2005,22
Otu0108,17,6,2005,51
Otu0109,17,6,2005,5
Otu0130,17,6,2005,10
Otu0136,17,6,2005,13
Otu0143,17,6,2005,5
Otu0179,17,6,2005,4
Otu0184,17,6,2005,191
Otu0189,17,6,2005,189
Otu0190,17,6,2005,2
Otu0197,17,6,2005,10
Otu0218,17,6,2005,3
Otu0224,17,6,2005,2
Otu0233,17,6,2005,37
Otu0244,17,6,2005,24
Otu0251,17,6,2005,3
Otu0290,17,6,2005,3
Otu0297,17,6,2005,6
Otu0311,17,6,2005,40
Otu0324,17,6,2005,2
Otu0338,17,6,2005,50
Otu0345,17,6,2005,4
Otu0387,17,6,2005,4
Otu0394,17,6,2005,49
Otu0396,17,6,2005,43
Otu0407,17,6,2005,4
Otu0433,17,6,2005,4
Otu0443,17,6,2005,4
Otu0446,17,6,2005,2
Otu0472,17,6,2005,62
Otu0488,17,6,2005,2
Otu0498,17,6,2005,20
Otu0522,17,6,2005,6
Otu0526,17,6,2005,2
Otu0535,17,6,2005,9
Otu0548,17,6,2005,8
Otu0552,17,6,2005,2
Otu0606,17,6,2005,17
Otu0678,17,6,2005,36
Otu0679,17,6,2005,3
Otu0687,17,6,2005,5
Otu0726,17,6,2005,8
Otu0732,17,6,2005,5
Otu0813,17,6,2005,127
Otu0891,17,6,2005,2
Otu1031,17,6,2005,24
Otu1064,17,6,2005,2
Otu1167,17,6,2005,21
Otu1194,17,6,2005,3
Otu1206,17,6,2005,4
Otu1207,17,6,2005,10
Otu1259,17,6,2005,5
Otu1263,17,6,2005,3
Otu1336,17,6,2005,2
Otu1389,17,6,2005,2
Otu1415,17,6,2005,4
Otu1673,17,6,2005,2
Otu1680,17,6,2005,2
Otu1733,17,6,2005,3
Otu1748,17,6,2005,5
Otu1819,17,6,2005,2
Otu2367,17,6,2005,4
Otu2745,17,6,2005,3
Otu2885,17,6,2005,2
Otu3000,17,6,2005,3
Otu3028,17,6,2005,36
Otu3174,17,6,2005,5
